Time	Open	High	Low	Close	Volume
2007-04-26 16:00:00	1.9912	1.992	1.99001	1.9908	5486
2007-04-26 20:00:00	1.9908	1.9912	1.9892	1.9908	19630
2007-04-27 00:00:00	1.9908	1.9923	1.9899	1.9901	18078
2007-04-27 04:00:00	1.9901	1.9948	1.9864	1.9937	100337
2007-04-27 08:00:00	1.9937	2.0043	1.9937	2.0036	168794
2007-04-27 12:00:00	2.0037	2.0038	1.9954	1.996	171120
2007-04-27 16:00:00	1.996	1.9987	1.9955	1.9976	36465
2007-04-29 16:00:00	1.99578	1.9964	1.99477	1.9963	6781
2007-04-29 20:00:00	1.9962	1.9969	1.99225	1.99435	16810
2007-04-30 00:00:00	1.9943	1.9968	1.99425	1.99476	14088
2007-04-30 04:00:00	1.995	1.9967	1.989	1.9934	89195
2007-04-30 08:00:00	1.9933	1.99685	1.9925	1.996	119279
2007-04-30 12:00:00	1.996	2.0031	1.9952	2	234645
2007-04-30 16:00:00	2	2.0008	1.9981	1.9997	57447
2007-04-30 20:00:00	1.9996	2.0009	1.99881	2.0006	21752
2007-05-01 00:00:00	2.0006	2.00087	1.99897	2.0006	23308
2007-05-01 04:00:00	2.0006	2.0036	1.999	2.0013	98264
2007-05-01 08:00:00	2.0013	2.00745	2.0013	2.0055	164462
2007-05-01 12:00:00	2.0055	2.0057	1.998	1.9989	241250
2007-05-01 16:00:00	1.9989	2.0007	1.998	1.9985	45346
2007-05-01 20:00:00	1.9985	1.9993	1.9962	1.9976	28634
2007-05-02 00:00:00	1.9976	1.9976	1.9936	1.9958	46581
2007-05-02 04:00:00	1.9957	1.997	1.9911	1.9922	150184
2007-05-02 08:00:00	1.9921	1.9935	1.9888	1.9899	365020
2007-05-02 12:00:00	1.9898	1.99265	1.9869	1.9907	258127
2007-05-02 16:00:00	1.9907	1.9909	1.98811	1.9883	70182
2007-05-02 20:00:00	1.9886	1.9903	1.98763	1.99	30603
2007-05-03 00:00:00	1.99	1.9908	1.989	1.9908	39989
2007-05-03 04:00:00	1.9909	1.9938	1.99065	1.9928	254464
2007-05-03 08:00:00	1.9928	1.9946	1.98825	1.989	212330
2007-05-03 12:00:00	1.9889	1.9894	1.98545	1.9876	164108
2007-05-03 16:00:00	1.9876	1.9885	1.98625	1.987	71891
2007-05-03 20:00:00	1.9871	1.9881	1.9849	1.9864	64136
2007-05-04 00:00:00	1.9863	1.9877	1.98495	1.98735	82792
2007-05-04 04:00:00	1.98735	1.9888	1.98425	1.9863	176476
2007-05-04 08:00:00	1.9863	1.993	1.9858	1.99165	214293
2007-05-04 12:00:00	1.99165	1.9943	1.99105	1.9938	138862
2007-05-04 16:00:00	1.9938	1.99395	1.9917	1.9918	26026
2007-05-06 16:00:00	1.9941	1.9946	1.9933	1.99357	4295
2007-05-06 20:00:00	1.9936	1.9966	1.99255	1.99545	30387
2007-05-07 00:00:00	1.9958	1.9971	1.99484	1.9968	49766
2007-05-07 04:00:00	1.9968	1.99745	1.995	1.99695	54603
2007-05-07 08:00:00	1.997	1.9974	1.9951	1.9957	97934
2007-05-07 12:00:00	1.99565	1.9961	1.9933	1.9935	139746
2007-05-07 16:00:00	1.9935	1.9943	1.99218	1.9927	64036
2007-05-07 20:00:00	1.9927	1.9946	1.99212	1.99445	31090
2007-05-08 00:00:00	1.9945	1.9963	1.99398	1.99535	53552
2007-05-08 04:00:00	1.99535	1.99605	1.9915	1.9935	167404
2007-05-08 08:00:00	1.9935	1.9941	1.9917	1.99325	359277
2007-05-08 12:00:00	1.9933	1.99425	1.98795	1.9885	404506
2007-05-08 16:00:00	1.98845	1.9897	1.9884	1.9888	170240
2007-05-08 20:00:00	1.9889	1.9901	1.9885	1.98955	48512
2007-05-09 00:00:00	1.98929	1.9908	1.98894	1.9905	57939
2007-05-09 04:00:00	1.9905	1.9933	1.98825	1.99305	280582
2007-05-09 08:00:00	1.9931	1.99985	1.9907	1.9979	343729
2007-05-09 12:00:00	1.99785	1.9986	1.9953	1.99665	223805
2007-05-09 16:00:00	1.9967	1.9973	1.99275	1.9933	130694
2007-05-09 20:00:00	1.9933	1.9943	1.9927	1.9942	76577
2007-05-10 00:00:00	1.9942	1.99505	1.9931	1.995	72562
2007-05-10 04:00:00	1.995	1.9962	1.9858	1.98715	301141
2007-05-10 08:00:00	1.98715	1.991	1.9807	1.9822	566229
2007-05-10 12:00:00	1.9822	1.9841	1.97705	1.9783	467971
2007-05-10 16:00:00	1.9783	1.9805	1.9774	1.9777	134648
