Time	Open	High	Low	Close	Volume
2007-04-26 00:00:00	0.6831	0.68335	0.68221	0.683	76187
2007-04-27 00:00:00	0.683	0.6843	0.68105	0.68315	566139
2007-04-29 00:00:00	0.68256	0.68355	0.6822	0.6834	56050
2007-04-30 00:00:00	0.6834	0.68365	0.68175	0.682	797200
2007-05-01 00:00:00	0.682	0.6827	0.67995	0.6805	876385
2007-05-02 00:00:00	0.6805	0.6836	0.6797	0.683	1324067
2007-05-03 00:00:00	0.683	0.6836	0.68137	0.6818	1186157
2007-05-04 00:00:00	0.6818	0.6832	0.68082	0.6817	931124
2007-05-06 00:00:00	0.6818	0.6822	0.68137	0.68165	74169
2007-05-07 00:00:00	0.68165	0.68285	0.681	0.682	585687
2007-05-08 00:00:00	0.682	0.6828	0.67915	0.6805	1464018
2007-05-09 00:00:00	0.6805	0.6808	0.67793	0.6787	1793720
2007-05-10 00:00:00	0.67875	0.6818	0.67822	0.68035	1995914
2007-05-11 00:00:00	0.68035	0.6828	0.68019	0.6824	1511863
2007-05-13 00:00:00	0.6824	0.6828	0.682	0.6826	68123
2007-05-14 00:00:00	0.6826	0.6845	0.68195	0.6842	1247162
2007-05-15 00:00:00	0.68404	0.6856	0.6833	0.6846	1713686
2007-05-16 00:00:00	0.6846	0.6857	0.683	0.6838	1641030
2007-05-17 00:00:00	0.6838	0.685	0.6827	0.68325	1437165
2007-05-18 00:00:00	0.6833	0.68493	0.68245	0.6836	1537934
2007-05-20 00:00:00	0.68417	0.6848	0.68369	0.6845	68733
2007-05-21 00:00:00	0.6846	0.6852	0.68231	0.68243	1466015
2007-05-22 00:00:00	0.68249	0.6832	0.68069	0.6812	1458192
2007-05-23 00:00:00	0.6812	0.6816	0.67685	0.6774	2000955
2007-05-24 00:00:00	0.6774	0.6775	0.67586	0.67655	1794398
2007-05-25 00:00:00	0.6765	0.67825	0.67555	0.6775	1405688
2007-05-27 00:00:00	0.6775	0.67795	0.67729	0.6777	76417
2007-05-28 00:00:00	0.6777	0.6787	0.67735	0.6774	566369
2007-05-29 00:00:00	0.6774	0.6807	0.67655	0.67885	1924118
2007-05-30 00:00:00	0.67885	0.6802	0.67801	0.67965	1877759
2007-05-31 00:00:00	0.67965	0.68105	0.6789	0.6795	1743572
2007-06-01 00:00:00	0.6795	0.6797	0.67725	0.6781	1353687
2007-06-03 00:00:00	0.67794	0.6786	0.67775	0.67838	75619
2007-06-04 00:00:00	0.6785	0.6785	0.67675	0.6776	1644092
2007-06-05 00:00:00	0.67752	0.67885	0.67705	0.678	1766878
2007-06-06 00:00:00	0.678	0.67925	0.67702	0.6775	1763044
2007-06-07 00:00:00	0.6775	0.67985	0.6768	0.6784	1707823
2007-06-08 00:00:00	0.6784	0.6807	0.678	0.6785	2131644
2007-06-10 00:00:00	0.6784	0.6794	0.6782	0.6786	100682
2007-06-11 00:00:00	0.6786	0.6792	0.67715	0.67745	1348333
2007-06-12 00:00:00	0.67732	0.67787	0.6729	0.67335	1820059
2007-06-13 00:00:00	0.67335	0.6751	0.67312	0.6745	1853318
2007-06-14 00:00:00	0.6745	0.67645	0.67435	0.676	1620124
2007-06-15 00:00:00	0.67595	0.6777	0.67508	0.6773	1450652
2007-06-17 00:00:00	0.6768	0.6775	0.6763	0.6769	58225
2007-06-18 00:00:00	0.6769	0.6773	0.6749	0.6762	1183199
2007-06-19 00:00:00	0.6762	0.67655	0.67415	0.67545	1224727
2007-06-20 00:00:00	0.67545	0.67595	0.6719	0.6723	1353559
2007-06-21 00:00:00	0.6723	0.6727	0.67115	0.6719	1550839
2007-06-22 00:00:00	0.6719	0.6738	0.6716	0.6735	1316455
2007-06-24 00:00:00	0.67367	0.67388	0.67305	0.6734	83685
2007-06-25 00:00:00	0.67335	0.67405	0.67225	0.6733	1178526
2007-06-26 00:00:00	0.67335	0.67385	0.6726	0.67285	1688168
2007-06-27 00:00:00	0.67285	0.6738	0.67226	0.673	1733019
2007-06-28 00:00:00	0.673	0.6737	0.67073	0.671	1839658
2007-06-29 00:00:00	0.671	0.675	0.6705	0.6739	1757023
2007-07-01 00:00:00	0.67395	0.67441	0.67324	0.67365	77723
2007-07-02 00:00:00	0.67365	0.677	0.6732	0.6754	2122382
2007-07-03 00:00:00	0.6754	0.6756	0.67419	0.67443	1552299
2007-07-04 00:00:00	0.6748	0.676	0.67413	0.675	954989
2007-07-05 00:00:00	0.675	0.6779	0.67465	0.6757	1820548
2007-07-06 00:00:00	0.6757	0.6779	0.6754	0.6776	1672292
2007-07-08 00:00:00	0.67747	0.67782	0.67684	0.67725	94806
2007-07-09 00:00:00	0.67725	0.6777	0.6753	0.6756	1337331
2007-07-10 00:00:00	0.67528	0.67965	0.675	0.6782	1945908
2007-07-11 00:00:00	0.6782	0.6787	0.676	0.67665	2867629
2007-07-12 00:00:00	0.6767	0.67945	0.67645	0.6793	2050068
2007-07-13 00:00:00	0.6793	0.67945	0.67712	0.6772	1627325
2007-07-15 00:00:00	0.67744	0.6779	0.67685	0.6774	64901
2007-07-16 00:00:00	0.6774	0.67765	0.67581	0.67655	1482342
2007-07-17 00:00:00	0.67655	0.677	0.67285	0.6737	1806707
2007-07-18 00:00:00	0.6737	0.674	0.67158	0.67215	1936879
2007-07-19 00:00:00	0.67215	0.67515	0.67174	0.67345	1831238
2007-07-20 00:00:00	0.6734	0.6737	0.67125	0.6723	1640238
2007-07-22 00:00:00	0.6728	0.6734	0.67185	0.67187	79730
2007-07-23 00:00:00	0.6721	0.6722	0.66975	0.6701	1339075
2007-07-24 00:00:00	0.6701	0.67135	0.6688	0.6709	1455744
2007-07-25 00:00:00	0.6709	0.671	0.66782	0.6684	1752121
2007-07-26 00:00:00	0.6684	0.672	0.66805	0.6708	1897378
2007-07-27 00:00:00	0.6708	0.6737	0.67042	0.6735	2232533
2007-07-29 00:00:00	0.6728	0.6747	0.6728	0.6734	125842
2007-07-30 00:00:00	0.6734	0.6769	0.67314	0.6749	1651863
2007-07-31 00:00:00	0.67495	0.676	0.67235	0.67355	1712016
2007-08-01 00:00:00	0.6735	0.6754	0.67215	0.67265	1957209
2007-08-02 00:00:00	0.6727	0.67365	0.67195	0.6729	1466688
2007-08-03 00:00:00	0.6729	0.6756	0.6721	0.6747	1171246
2007-08-05 00:00:00	0.6767	0.67775	0.67571	0.6765	123965
2007-08-06 00:00:00	0.6765	0.6809	0.67575	0.67945	1840166
2007-08-07 00:00:00	0.6795	0.6817	0.67875	0.6802	1865276
2007-08-08 00:00:00	0.6802	0.68095	0.67695	0.67745	2018187
2007-08-09 00:00:00	0.6775	0.67805	0.6744	0.6758	2431631
2007-08-10 00:00:00	0.6758	0.67835	0.67495	0.6765	2277048
2007-08-12 00:00:00	0.67662	0.6774	0.67623	0.6769	98086
2007-08-13 00:00:00	0.6769	0.6794	0.6756	0.6766	2300948
2007-08-14 00:00:00	0.6766	0.67955	0.6755	0.67785	2908223
2007-08-15 00:00:00	0.6779	0.6791	0.67505	0.6755	3336039
2007-08-16 00:00:00	0.6755	0.6777	0.6746	0.6773	3612771
2007-08-17 00:00:00	0.6773	0.68145	0.6768	0.6798	1976675
2007-08-19 00:00:00	0.6802	0.68255	0.6796	0.68205	115893
2007-08-20 00:00:00	0.68205	0.6824	0.677	0.6782	1766865
2007-08-21 00:00:00	0.6782	0.6818	0.67767	0.67905	1940962
2007-08-22 00:00:00	0.67905	0.68015	0.67765	0.67935	2090718
2007-08-23 00:00:00	0.6794	0.67945	0.6755	0.6764	3167526
2007-08-24 00:00:00	0.6764	0.6797	0.6762	0.6787	3022829
2007-08-26 00:00:00	0.67871	0.67927	0.67735	0.6774	163712
2007-08-27 00:00:00	0.6774	0.6794	0.67675	0.67865	2102583
2007-08-28 00:00:00	0.67865	0.6807	0.6782	0.67925	3307325
2007-08-29 00:00:00	0.67925	0.67955	0.6762	0.6774	3778637
2007-08-30 00:00:00	0.67735	0.6789	0.6764	0.67815	2497173
2007-08-31 00:00:00	0.67815	0.6786	0.6748	0.6754	2215765
2007-09-02 00:00:00	0.67547	0.6766	0.67515	0.6759	145690
2007-09-03 00:00:00	0.6759	0.6766	0.67395	0.67435	1056901
2007-09-04 00:00:00	0.67435	0.6768	0.6737	0.6757	2067634
2007-09-05 00:00:00	0.67565	0.6772	0.675	0.67555	2245096
2007-09-06 00:00:00	0.6756	0.6776	0.67405	0.67705	1998159
2007-09-07 00:00:00	0.67705	0.67975	0.67605	0.6785	2312387
2007-09-09 00:00:00	0.67862	0.6796	0.6785	0.6786	83596
2007-09-10 00:00:00	0.6785	0.6811	0.6782	0.6803	1252896
2007-09-11 00:00:00	0.6803	0.6818	0.6796	0.68135	2356186
2007-09-12 00:00:00	0.6814	0.6857	0.68025	0.68505	2381915
2007-09-13 00:00:00	0.68505	0.6874	0.6829	0.68725	2137423
2007-09-14 00:00:00	0.68725	0.6918	0.6857	0.6911	1535410
2007-09-16 00:00:00	0.691	0.69166	0.6903	0.69055	84573
2007-09-17 00:00:00	0.6906	0.6973	0.6903	0.69675	1478884
2007-09-18 00:00:00	0.6968	0.697	0.69305	0.69415	1798100
2007-09-19 00:00:00	0.69415	0.6997	0.69305	0.6984	2002183
2007-09-20 00:00:00	0.6984	0.70105	0.69744	0.69985	2016064
2007-09-21 00:00:00	0.69985	0.7019	0.69625	0.6971	1697249
2007-09-23 00:00:00	0.69715	0.69745	0.69625	0.69645	83281
2007-09-24 00:00:00	0.6965	0.6992	0.69505	0.6987	1985539
2007-09-25 00:00:00	0.6987	0.7014	0.69865	0.70105	2466790
2007-09-26 00:00:00	0.70105	0.7028	0.69935	0.70135	2102423
2007-09-27 00:00:00	0.70135	0.7015	0.6976	0.69925	2465512
2007-09-28 00:00:00	0.6993	0.7015	0.69615	0.6967	2345579
2007-09-30 00:00:00	0.69693	0.6979	0.69693	0.6974	183462
2007-10-01 00:00:00	0.6974	0.6978	0.6948	0.6964	2090281
2007-10-02 00:00:00	0.6964	0.69715	0.6925	0.6938	2034668
2007-10-03 00:00:00	0.69375	0.69635	0.693	0.694	1622203
2007-10-04 00:00:00	0.694	0.6952	0.69105	0.69295	1762555
2007-10-05 00:00:00	0.693	0.6943	0.6909	0.6918	1580800
2007-10-07 00:00:00	0.69208	0.693	0.692	0.69245	89132
2007-10-08 00:00:00	0.69245	0.6929	0.68952	0.6898	1186554
2007-10-09 00:00:00	0.6897	0.69345	0.6893	0.6915	1718084
2007-10-10 00:00:00	0.6915	0.6941	0.6906	0.69385	1871575
2007-10-11 00:00:00	0.69378	0.6995	0.6932	0.69815	2063490
2007-10-12 00:00:00	0.6982	0.70075	0.69589	0.6962	1986080
2007-10-14 00:00:00	0.69625	0.6971	0.6955	0.6967	188762
2007-10-15 00:00:00	0.6966	0.6988	0.6948	0.6953	2236423
2007-10-16 00:00:00	0.6953	0.6979	0.69495	0.6975	2022217
2007-10-17 00:00:00	0.6975	0.69865	0.6958	0.697	1437479
