Time	Open	High	Low	Close	Volume
2007-03-02 08:00:00	0.7828	0.78345	0.78102	0.78215	10865
2007-03-02 12:00:00	0.78234	0.78435	0.78153	0.7832	29915
2007-03-02 16:00:00	0.78223	0.78392	0.78057	0.7813	18378
2007-03-04 20:00:00	0.7807	0.78231	0.77473	0.7756	25252
2007-03-05 00:00:00	0.7757	0.77825	0.77509	0.77619	35640
2007-03-05 04:00:00	0.7763	0.77705	0.77374	0.77571	53391
2007-03-05 08:00:00	0.77521	0.77598	0.77259	0.77321	75702
2007-03-05 12:00:00	0.77335	0.77495	0.77067	0.7709	29515
2007-03-05 16:00:00	0.77066	0.7727	0.76949	0.7695	17117
2007-03-05 20:00:00	0.76966	0.7735	0.76754	0.77181	22076
2007-03-06 00:00:00	0.77221	0.7747	0.77165	0.77395	33622
2007-03-06 04:00:00	0.774	0.77561	0.77259	0.77396	52527
2007-03-06 08:00:00	0.7741	0.77448	0.77135	0.77169	67934
2007-03-06 12:00:00	0.77176	0.77413	0.7712	0.7737	27201
2007-03-06 16:00:00	0.7735	0.77515	0.77277	0.7748	20224
2007-03-06 20:00:00	0.77461	0.778	0.77331	0.7748	23824
2007-03-07 00:00:00	0.7749	0.777	0.77384	0.7758	42266
2007-03-07 04:00:00	0.7759	0.778	0.77473	0.77781	51420
2007-03-07 08:00:00	0.77784	0.77905	0.77677	0.77828	73365
2007-03-07 12:00:00	0.7783	0.77872	0.77514	0.7767	31953
2007-03-07 16:00:00	0.7759	0.7795	0.77577	0.7765	17998
2007-03-07 20:00:00	0.77675	0.77725	0.77444	0.77573	21164
2007-03-08 00:00:00	0.77572	0.77784	0.7749	0.77645	34033
2007-03-08 04:00:00	0.7765	0.7782	0.77585	0.77725	50904
2007-03-08 08:00:00	0.7772	0.7791	0.77678	0.77755	70114
2007-03-08 12:00:00	0.77788	0.77846	0.77473	0.77581	29028
2007-03-08 16:00:00	0.77557	0.7784	0.77507	0.77653	19706
2007-03-08 20:00:00	0.77666	0.7804	0.77625	0.77886	20992
2007-03-09 00:00:00	0.77882	0.78005	0.77775	0.77952	38670
2007-03-09 04:00:00	0.7795	0.78035	0.77734	0.77832	57854
2007-03-09 08:00:00	0.77807	0.7806	0.77746	0.77971	69429
2007-03-09 12:00:00	0.77994	0.78165	0.77849	0.77961	26817
2007-03-09 16:00:00	0.77963	0.78095	0.7789	0.7799	16336
2007-03-11 20:00:00	0.78049	0.7819	0.77928	0.78071	25896
2007-03-12 00:00:00	0.78038	0.7814	0.77979	0.78045	33510
2007-03-12 04:00:00	0.7806	0.78465	0.78044	0.78367	50027
2007-03-12 08:00:00	0.78345	0.7845	0.7802	0.7815	73483
2007-03-12 12:00:00	0.7815	0.78461	0.78052	0.78336	31411
2007-03-12 16:00:00	0.78337	0.78678	0.78308	0.78556	22065
2007-03-12 20:00:00	0.78531	0.78765	0.78436	0.78487	21366
2007-03-13 00:00:00	0.78502	0.78578	0.78382	0.784	38953
2007-03-13 04:00:00	0.78415	0.78451	0.78193	0.78397	54668
2007-03-13 08:00:00	0.78368	0.7878	0.7834	0.78753	66558
2007-03-13 12:00:00	0.78745	0.78805	0.78444	0.78446	24538
2007-03-13 16:00:00	0.78448	0.78541	0.77933	0.78043	18326
2007-03-13 20:00:00	0.78051	0.78276	0.77938	0.78153	24040
2007-03-14 00:00:00	0.78121	0.78219	0.78043	0.78172	39815
2007-03-14 04:00:00	0.78177	0.78357	0.78002	0.78251	47748
2007-03-14 08:00:00	0.78232	0.78443	0.78108	0.78403	71559
2007-03-14 12:00:00	0.78391	0.78715	0.78341	0.78452	33652
2007-03-14 16:00:00	0.78458	0.78661	0.78402	0.78559	23039
2007-03-14 20:00:00	0.78547	0.78704	0.78443	0.78535	20461
2007-03-15 00:00:00	0.78559	0.78633	0.78417	0.78517	39505
2007-03-15 04:00:00	0.78521	0.78906	0.78432	0.78817	52936
2007-03-15 08:00:00	0.78791	0.7886	0.78581	0.78791	68267
2007-03-15 12:00:00	0.78795	0.78866	0.7866	0.78724	25858
2007-03-15 16:00:00	0.78726	0.7894	0.78636	0.78853	17639
2007-03-15 20:00:00	0.78863	0.79069	0.787	0.79051	21186
2007-03-16 00:00:00	0.79054	0.79206	0.78879	0.79124	34030
2007-03-16 04:00:00	0.79117	0.79529	0.7906	0.79468	59970
