Time	Open	High	Low	Close	Volume
2007-04-26 00:00:00	1.3593	1.3603	1.3589	1.36	43417
2007-04-27 00:00:00	1.36	1.3682	1.35865	1.3652	919840
2007-04-29 00:00:00	1.36305	1.3648	1.3615	1.36303	194127
2007-04-30 00:00:00	1.36306	1.36777	1.35884	1.36443	664024
2007-05-01 00:00:00	1.36442	1.36711	1.35896	1.35945	664482
2007-05-02 00:00:00	1.35942	1.36097	1.35598	1.35924	658645
2007-05-03 00:00:00	1.35925	1.36193	1.35399	1.35447	664153
2007-05-04 00:00:00	1.35448	1.36088	1.35344	1.35893	453643
2007-05-06 00:00:00	1.36015	1.36089	1.35883	1.36075	210998
2007-05-07 00:00:00	1.36077	1.36255	1.35928	1.3603	675061
2007-05-08 00:00:00	1.36042	1.36202	1.35155	1.35395	672501
2007-05-09 00:00:00	1.35397	1.35641	1.35187	1.35361	658330
2007-05-10 00:00:00	1.35362	1.35624	1.34628	1.34755	674877
2007-05-11 00:00:00	1.34755	1.35305	1.34649	1.35222	458389
2007-05-13 00:00:00	1.35343	1.35433	1.35271	1.3539	213285
2007-05-14 00:00:00	1.3539	1.3557	1.35235	1.3546	666844
2007-05-15 00:00:00	1.35466	1.36071	1.35264	1.35878	664908
2007-05-16 00:00:00	1.35875	1.36081	1.35035	1.35228	674662
2007-05-17 00:00:00	1.35229	1.35421	1.34773	1.34895	665864
2007-05-18 00:00:00	1.34894	1.35205	1.34648	1.35053	449589
2007-05-20 00:00:00	1.35123	1.35288	1.35105	1.35163	98056
2007-05-21 00:00:00	1.35163	1.352	1.34359	1.34542	660285
2007-05-22 00:00:00	1.34545	1.34744	1.34376	1.34472	664033
2007-05-23 00:00:00	1.34477	1.35004	1.34149	1.34557	666942
2007-05-24 00:00:00	1.34558	1.34602	1.34114	1.34243	670050
2007-05-25 00:00:00	1.34246	1.34714	1.34123	1.3438	384275
2007-05-27 00:00:00	1.34465	1.34518	1.34399	1.34497	274861
2007-05-28 00:00:00	1.34504	1.34579	1.34278	1.34281	659747
2007-05-29 00:00:00	1.34281	1.35183	1.34192	1.34482	661186
2007-05-30 00:00:00	1.34487	1.34563	1.34079	1.34226	662519
2007-05-31 00:00:00	1.3423	1.3471	1.34219	1.3453	661504
2007-06-01 00:00:00	1.34533	1.34602	1.33915	1.34439	383735
2007-06-03 00:00:00	1.3441	1.34512	1.34353	1.34485	392484
2007-06-04 00:00:00	1.34485	1.34989	1.34317	1.34967	658257
2007-06-05 00:00:00	1.34965	1.35515	1.34885	1.35213	663694
2007-06-06 00:00:00	1.35215	1.35371	1.34844	1.34975	659557
2007-06-07 00:00:00	1.34969	1.35113	1.34179	1.34205	661001
2007-06-08 00:00:00	1.34203	1.34269	1.33225	1.33708	444669
2007-06-10 00:00:00	1.33671	1.33711	1.33423	1.33531	95698
2007-06-11 00:00:00	1.33533	1.33617	1.33325	1.33582	652065
2007-06-12 00:00:00	1.33566	1.33683	1.3286	1.33031	646656
2007-06-13 00:00:00	1.33035	1.33144	1.32621	1.33022	648420
2007-06-14 00:00:00	1.33027	1.33221	1.32789	1.3317	653595
2007-06-15 00:00:00	1.33174	1.33877	1.33047	1.33867	371605
2007-06-17 00:00:00	1.33765	1.3391	1.33737	1.33847	400868
2007-06-18 00:00:00	1.33848	1.34269	1.33822	1.34175	638133
2007-06-19 00:00:00	1.34178	1.34343	1.3384	1.34292	636734
2007-06-20 00:00:00	1.34295	1.3436	1.3382	1.33924	640439
2007-06-21 00:00:00	1.33927	1.34044	1.33717	1.33825	638911
2007-06-22 00:00:00	1.33825	1.34683	1.33781	1.34676	433666
2007-06-24 00:00:00	1.34648	1.34719	1.34565	1.3467	86840
2007-06-25 00:00:00	1.34675	1.34718	1.34384	1.3458	624376
2007-06-26 00:00:00	1.34585	1.34764	1.3431	1.34444	632596
2007-06-27 00:00:00	1.34447	1.34557	1.34167	1.34542	629273
2007-06-28 00:00:00	1.3455	1.34788	1.34233	1.34344	629912
2007-06-29 00:00:00	1.34345	1.35395	1.34284	1.35393	367895
2007-07-01 00:00:00	1.35358	1.35465	1.35277	1.35325	396533
2007-07-02 00:00:00	1.3533	1.36374	1.35258	1.36257	613077
2007-07-03 00:00:00	1.36246	1.36323	1.35833	1.36134	608856
2007-07-04 00:00:00	1.36135	1.36299	1.36045	1.36055	600541
2007-07-05 00:00:00	1.36057	1.36574	1.35784	1.35947	617624
2007-07-06 00:00:00	1.35948	1.36396	1.35678	1.36253	408857
2007-07-08 00:00:00	1.36319	1.36337	1.36152	1.36164	72178
2007-07-09 00:00:00	1.36166	1.36372	1.36086	1.36172	575163
2007-07-10 00:00:00	1.36175	1.37822	1.35935	1.37374	598937
2007-07-11 00:00:00	1.37372	1.37795	1.37299	1.37487	603957
2007-07-12 00:00:00	1.37492	1.37971	1.3747	1.378	595029
2007-07-13 00:00:00	1.37802	1.38103	1.37621	1.37811	329709
2007-07-15 00:00:00	1.37837	1.37855	1.37676	1.37803	390487
2007-07-16 00:00:00	1.37802	1.38019	1.37603	1.37755	527832
2007-07-17 00:00:00	1.37755	1.38212	1.3758	1.38062	539250
2007-07-18 00:00:00	1.38068	1.3831	1.37565	1.37935	559539
2007-07-19 00:00:00	1.37932	1.38284	1.37852	1.37913	594499
2007-07-20 00:00:00	1.37912	1.38418	1.37777	1.38251	572168
2007-07-22 00:00:00	1.38334	1.38438	1.3825	1.38298	292604
2007-07-23 00:00:00	1.38306	1.38452	1.37912	1.38194	861870
